,A,B,C,D
2022-05-22,-10.674595916469226,18.573945589674807,3.753426456436502,-24.58291666613092
2022-05-23,-9.04700449466406,18.62246790393044,4.7643642884680375,-24.39012156380889
2022-05-24,-9.823902862461184,18.206940136704198,5.9335650488320635,-24.25332670459232
2022-05-25,-10.342983371659173,16.662347124757733,5.550502551935188,-24.293064290879524
2022-05-26,-8.639328413330654,15.758478680088835,4.714345151141021,-23.857369002224672
2022-05-27,-8.594689889338833,14.783453908810197,4.229609646656978,-23.41640475889823
2022-05-28,-10.298647931875912,13.975427582231942,3.898188020443765,-24.347753517331366
2022-05-29,-8.173895739118212,13.569175869408303,4.5773443233622215,-24.810888889758417
2022-05-30,-6.309461821372148,13.858452905208642,4.2166399300034705,-24.26002596858028
2022-05-31,-4.709122474880348,14.100885618912566,3.4529077914928266,-24.80035730998996
2022-06-01,-5.574745072138385,13.109116712036933,4.798650409341005,-23.443786415346388
2022-06-02,-6.052614897063605,12.751681691166203,4.752162746870144,-23.059193207808647
2022-06-03,-5.7028005727215225,12.015155713755089,5.892638176491734,-23.588876113067307
2022-06-04,-6.4264390766987125,12.069818510313075,6.356966069857458,-23.129440853486987
2022-06-05,-6.407094379719515,11.819715502779184,6.711818806722286,-23.409408046695656
2022-06-06,-6.532736691754999,11.58454725831444,4.613979767070768,-23.357233221693594
2022-06-07,-7.310257585744388,14.18910122262202,5.709701622710828,-23.526366717809925
2022-06-08,-7.609348100982546,13.77693541135542,5.467113203018605,-22.89151060090042
2022-06-09,-6.48993523237432,15.264808973595743,6.312317227194558,-22.662889859482927
2022-06-10,-8.288619958484713,14.594633459567442,6.2353171150622755,-21.905737459014755
2022-06-11,-9.518532480264735,12.227139227066763,5.926710519558273,-22.7494307203302
2022-06-12,-9.267328444068793,11.582853732885672,5.672156535812525,-21.66033501913772
2022-06-13,-7.755427994893191,10.703739270995603,6.334641911240808,-23.01391597392638
2022-06-14,-5.346498671700735,12.098950161180554,5.175337402290881,-23.354531029472064
2022-06-15,-7.504328149391121,11.875779678196446,5.35305796692828,-22.8409905539632
2022-06-16,-9.13213528564942,12.316389722821281,5.420207154403532,-23.60581305187461
2022-06-17,-8.474357287391195,11.538766088398853,6.149029270544529,-22.89254349073141
2022-06-18,-8.66346432734474,11.668489915780155,5.27088987061136,-22.087140973847646
2022-06-19,-8.763864240078714,12.549037326462656,2.943222592385665,-23.94112289605869
2022-06-20,-8.882336520071224,11.911773540628124,1.689963658814021,-24.514913838665258
2022-06-21,-8.956459692950942,11.803964446192156,2.942409599742958,-23.9407493478305
2022-06-22,-8.774319768524217,12.01310394413053,2.703854900824893,-24.13032950801303
2022-06-23,-9.108511231152818,12.264220167627887,4.742105683196204,-23.569170253196724
2022-06-24,-9.751896909503493,11.582488200792865,4.233112540853477,-23.67577590262989
2022-06-25,-8.574585788226655,12.347696872863176,5.491500728138575,-24.01176073364882
2022-06-26,-7.808329334211068,12.049493817661352,6.452381192351929,-24.757088086651297
2022-06-27,-8.03299562884005,12.810890746437392,6.203191054063546,-25.752768790880644
2022-06-28,-7.609246537109742,13.451281616095255,7.383913644003802,-26.36727826076176
2022-06-29,-8.607551837418626,15.820385440535208,7.656827339398118,-27.76827324863578
2022-06-30,-8.599227280290282,16.859725898596846,7.161541788509381,-28.406338095525417
2022-07-01,-7.362777780449729,17.266029573248748,7.0016085800476455,-27.1927036314025
2022-07-02,-7.785004532706046,17.84505900626312,4.762045343062013,-26.861385529928175
2022-07-03,-5.89926723650574,17.33757397891857,3.4624278814995435,-26.6535325502303
2022-07-04,-3.3978893256930784,17.031194564369343,2.6525126378322863,-25.655412681486034
2022-07-05,-3.710969900679584,16.755589643710127,2.991363257694998,-24.262853972053627
2022-07-06,-4.427140687794716,17.373441005309907,4.250523369945083,-25.211828167346034
2022-07-07,-5.453029410592888,17.56027189721033,4.439894578723718,-25.838524399225527
2022-07-08,-5.0659529655655895,17.548050240142267,4.44677176421613,-25.58969839265295
2022-07-09,-4.358070495396019,17.569413048278825,3.519864706653798,-26.22866465800356
2022-07-10,-3.062913912807721,16.97432298338773,3.9606986707752454,-27.077133749422774
2022-07-11,-2.296182123531398,16.653920139271204,3.4579087959094323,-27.474650870400158
2022-07-12,-2.245021568673748,19.005371968915746,2.061624196963917,-26.326202579397386
2022-07-13,-1.308044995508609,18.932644611712668,3.6383753578389006,-28.22271433093431
2022-07-14,0.2934524751792693,19.276911252407388,3.077419980034201,-28.79882005571951
2022-07-15,1.4762530692965443,19.404918260365548,3.9474863854328732,-27.792419816027436
2022-07-16,-1.6958433038155278,19.801790845639538,4.576673235913454,-28.338748797267012
2022-07-17,-3.3060359561201165,19.940658987644248,4.847516537712136,-29.260531053992143
2022-07-18,-3.5811140712393823,20.007326107786756,6.393691597420899,-29.450783383529085
2022-07-19,-3.575497859524781,20.053726088161593,7.045508770448593,-30.91478052529473
2022-07-20,-4.247491441197877,20.232688549700143,6.914470132063244,-30.036943265038218
2022-07-21,-4.8438174389389745,21.77243454691258,7.109072245176383,-29.737089708685062
2022-07-22,-6.690044625515802,22.311654013305056,8.186818029963076,-30.805291702144352
2022-07-23,-4.199376983418221,23.675240397211944,8.258505315806454,-30.565678451331973
2022-07-24,-6.135839029078299,23.183131869257295,8.94965425553341,-30.926612091743934
2022-07-25,-6.1175022221274125,22.00086420476224,7.5981718815565085,-30.739028791490842
2022-07-26,-6.644744156377923,21.149008203499196,5.293544837591558,-30.978383828093648
2022-07-27,-7.563433390175448,19.56193800898711,4.826947565476986,-32.50538843081766
2022-07-28,-6.267806467312105,19.65516828929775,4.129467443927623,-32.57117301322998
2022-07-29,-6.199359292515585,20.647766364505845,4.80215741339783,-31.702146762705574
2022-07-30,-6.980961323457465,20.09302315723342,4.811914645533301,-32.02690221879111
2022-07-31,-8.003536275404661,18.77705488876639,5.209104641375315,-30.579977178813706
2022-08-01,-7.118918828724962,19.13284151613125,5.266250964759941,-30.41353696949527
2022-08-02,-5.281781481843828,16.49676791155561,5.360785353050423,-30.84512773747803
2022-08-03,-5.065131460732532,16.182154677159634,5.029179285528806,-31.109699478658285
2022-08-04,-3.925147865007915,15.951783284059662,5.562317600769506,-31.347842625864804
2022-08-05,-3.084189501976473,16.378948405038905,3.2681143351022723,-32.316445549841866
2022-08-06,-3.885258098614844,15.807021869926926,3.7201263874371167,-30.853309400288207
2022-08-07,-5.667629003989594,16.892133348341392,4.836875869918151,-31.404051522386123
2022-08-08,-5.308553874080892,15.827875160472884,4.600385659693942,-30.470015902565606
2022-08-09,-4.777949722015528,16.435024003009378,5.030065266491175,-29.141124905677238
2022-08-10,-5.16847547949567,14.834646908219158,4.2772779734482995,-28.459481707036694
2022-08-11,-5.6121243745860765,14.077241441617781,5.285911694831206,-27.383988335295466
2022-08-12,-4.786270204167344,14.025044745574826,5.03133668814272,-26.99524145956264
2022-08-13,-4.34187330266478,14.536958072392935,4.673964429320484,-28.447236678426894
2022-08-14,-3.0290893880163843,15.381933627579091,5.191850181901031,-28.65645608907172
2022-08-15,-4.547584279812968,16.387450770611352,7.178148952464884,-28.98391329526704
2022-08-16,-4.750737227034325,16.403105930609875,8.393098666452639,-29.464895259268587
2022-08-17,-5.96905646302598,15.273998304713626,9.240094680283226,-29.943216480765834
2022-08-18,-5.799310738553144,15.43479996338699,8.601296546159126,-28.821302101367806
2022-08-19,-6.527774917327073,15.80497665546646,8.053296675354984,-27.589071330269455
2022-08-20,-8.062329247454036,16.475104078175942,8.77892956116082,-25.647336901929766
2022-08-21,-9.315809857128349,17.141691524872964,10.022834849351085,-26.32621246400541
2022-08-22,-8.9079779617095,16.742432852049838,10.896134476214595,-25.806558985492657
2022-08-23,-7.475980178917833,17.446753027741927,9.355881148908207,-25.67566524523929
2022-08-24,-8.489224147677449,18.667079962383195,10.480368083669326,-25.17572864894957
2022-08-25,-7.619945810778007,20.87180420678228,11.845289208097475,-25.20439184086402
2022-08-26,-7.687029849333766,20.769664624966456,11.953505482752945,-24.907951803123176
2022-08-27,-6.950675977110042,20.73621266637734,10.384600713542687,-23.629834918790603
2022-08-28,-6.152327975653499,20.756369681148264,8.206425195123757,-23.583458942433577
2022-08-29,-7.138163804844786,19.78251983136503,9.322051975458018,-22.510022397957115
2022-08-30,-6.442260184953874,18.818140623177158,9.312172251111736,-24.46936180959666
2022-08-31,-4.962804277054256,18.099226151405166,9.532234538196509,-24.25275951549244
2022-09-01,-5.673838047232049,17.852707830278742,9.11396102178888,-24.614214202965357
2022-09-02,-5.426476981998766,18.005386688753312,8.26978010863489,-28.315052579549786
2022-09-03,-6.685689546524391,17.581297355664365,8.21367678039594,-28.620668619615316
2022-09-04,-5.398152427279139,17.98313644838762,9.225249705503435,-27.923492449959852
2022-09-05,-6.063555298769868,19.399910349522944,9.04497839817607,-27.831958334501945
2022-09-06,-6.198153104360018,20.943477183651147,9.287505034608332,-26.8347150534243
2022-09-07,-6.5240865367126135,22.650857011588005,7.4122862423861635,-25.20022690858203
2022-09-08,-7.122221811929299,22.966245446863457,7.883169388730525,-25.68673536319419
2022-09-09,-6.107433088308573,20.89730829611746,7.246863525739843,-24.686726286694014
2022-09-10,-8.053324819706942,21.120724675494913,7.64684984553173,-24.814860456124695
2022-09-11,-8.703898462910987,20.95209160337206,7.863432725083564,-25.800373516100297
2022-09-12,-8.60846675038123,20.445705573697687,7.9662487782903995,-24.670839629526906
2022-09-13,-9.284918069347592,22.060964277951967,8.447420592098153,-25.624991870790712
2022-09-14,-9.757609308038244,20.797277242711466,8.350033870002886,-26.858656620901314
2022-09-15,-6.888778111705225,20.905341946408573,5.601168703130174,-26.87142501996181
2022-09-16,-6.255781527615316,23.085368122923835,5.230378551436876,-26.628048168102087
2022-09-17,-4.743902054149689,23.332104041437507,5.816311702902325,-26.023208353958584
2022-09-18,-5.210318365035445,24.26722827704254,6.779285950267941,-26.05878973856848
2022-09-19,-4.218230181699065,23.6136762463471,7.386262420179907,-25.043102753897703
2022-09-20,-3.7971265532505503,23.674711452727827,8.48410728106211,-23.639364507550304
2022-09-21,-2.8794078189191494,23.0093499099268,8.867308894226639,-24.568083191113008
2022-09-22,-4.608743392500013,23.665154676929063,9.89123572358973,-25.252608972279774
2022-09-23,-4.963414267973786,23.947734197803918,9.796574975872815,-25.131619524508068
2022-09-24,-4.904972301248765,25.030792855400477,10.6225249670693,-25.657033584659565
2022-09-25,-4.318157052794902,24.801313139538152,9.927078011819374,-26.251732810690193
2022-09-26,-5.0101485017630685,27.052078952196844,8.695473761971703,-26.302763281720935
2022-09-27,-5.496800327485239,26.07273936525894,9.685114140356628,-25.188779978704098
2022-09-28,-6.8341519333677185,25.054415290671482,8.544733460046245,-25.250965235965808
2022-09-29,-7.039552021657955,26.084433505027413,8.96480208287528,-25.35767713460492
2022-09-30,-7.364496051202268,25.423288312873296,9.427514574039265,-25.80820219647195
2022-10-01,-8.436552208212188,25.232816028782132,8.877098248893342,-25.075279247019385
2022-10-02,-8.751626784678834,26.869359238267023,9.781080617614245,-25.1001541813869
2022-10-03,-8.557499658320394,28.28575244956876,8.207633036514226,-27.008256685832325
2022-10-04,-7.519339685510108,27.786995922125556,7.975129471731278,-26.28172883808872
2022-10-05,-8.531443099321674,26.988992942416054,9.568537533143516,-25.127639095426023
2022-10-06,-8.49042030546801,28.20396000299112,9.90122346422109,-24.20563166658721
2022-10-07,-7.939500175377469,27.11103908499946,11.373065704315724,-24.19643067601017
2022-10-08,-8.795028429701745,27.55286486471121,12.193406309461707,-23.594518080994366
2022-10-09,-7.828998848469376,26.602547910165686,11.3357224447063,-23.218180806858165
2022-10-10,-9.437882931253286,24.81853987831207,13.084781514544774,-22.605873830816694
2022-10-11,-8.356937571601328,23.93767762855899,14.405196691149683,-20.83108354500799
2022-10-12,-6.999828105408962,22.680341582963965,13.217497296639012,-18.181408204051667
2022-10-13,-6.381098389091564,22.213557496657653,13.244205588919934,-18.592241107753516
2022-10-14,-4.818815483923287,22.12811729720644,13.289783630719382,-18.747236060823642
2022-10-15,-4.834602147700833,21.653432407790724,13.034767820366099,-20.3636898782702
2022-10-16,-4.17403389214415,22.687320085710713,13.619133903233624,-20.223215362609544
2022-10-17,-3.355935999599039,21.63419334188896,15.180487122711117,-20.266158803221142
2022-10-18,-5.876867145662416,22.026118204905995,14.798096581361929,-20.98121942690193
2022-10-19,-5.659400551183221,21.834431304727165,14.457354644010971,-20.85296302609338
2022-10-20,-6.702190078753407,21.79894896796659,15.054447100837587,-21.425424012772474
2022-10-21,-7.168334790858259,21.3092598742549,15.426444628403342,-21.55431806333731
2022-10-22,-7.957696187936881,20.778157770346922,14.399859180051022,-20.388711944562086
2022-10-23,-9.006253836258864,19.70420567448928,16.586281769533365,-19.1898065270931
2022-10-24,-7.58737520078089,21.39017284744405,15.430660483763912,-18.229561601592778
2022-10-25,-5.1204386136295845,20.854434356541812,15.40638150606319,-17.75092435848471
2022-10-26,-6.366100833300092,18.9973086616045,15.2055420772172,-18.4201854694037
2022-10-27,-7.7582309645972485,19.95416685541028,14.551573834371935,-17.44967847652691
2022-10-28,-4.609128022009358,19.80658238834072,14.5776634211694,-16.63116086076834
2022-10-29,-5.17148759385125,19.714318818968195,14.803933991189522,-15.401057954628415
2022-10-30,-5.9451245010333675,20.61481288890942,13.840524806200133,-16.040732128087324
2022-10-31,-5.289952892298346,19.982533368738313,12.824367618444802,-15.94402407915415
2022-11-01,-3.678876998084422,18.362862681216722,13.170155947686979,-16.147726242801486
2022-11-02,-2.907850624878542,18.616419097395962,12.585121467784802,-15.949438169455263
2022-11-03,-2.6654230249086996,18.298403325786357,13.41331186010675,-14.786085366913195
2022-11-04,-2.110639777136949,18.12711729184289,15.184598248188165,-15.58635416333159
2022-11-05,-3.1406306952612115,17.692099891378806,16.12313613787739,-14.54955911286226
2022-11-06,-3.1092219856437042,17.60376248041746,16.096568389726194,-14.743837433590237
2022-11-07,-1.9574298976376974,18.39818909838227,17.140136032847714,-15.121790287694271
2022-11-08,-0.9763393745963264,18.817416140194343,18.655528475185314,-14.595869654783833
2022-11-09,-0.5772057008800546,18.69548840604017,18.57343328376627,-15.097257001040576
2022-11-10,-0.15672402043372147,20.01611943031627,17.39829897761751,-14.754790394415844
2022-11-11,-0.5711160596114675,19.974090313074576,18.25260733097416,-15.21098578089987
2022-11-12,-1.2819744965476367,18.380273324978173,18.96388403421125,-15.968927419620032
2022-11-13,-0.8697261210089469,20.75476911136927,21.425208616379805,-14.380188154380738
2022-11-14,-0.5043362228573331,21.33198330411956,22.365122583697048,-13.450070810613994
2022-11-15,-2.163580230125408,21.27227668380954,22.990382113644166,-11.638090758531964
2022-11-16,-1.8585812386157234,22.071389399797358,20.69199655643509,-10.626975466276527
2022-11-17,-2.8684317303561206,23.19895800998854,20.296044561785713,-9.277450765595214
2022-11-18,-0.23678017826227915,22.498574158472547,19.87906585672699,-8.296661909195008
2022-11-19,0.9366012681645468,22.809041496665852,20.575942110347093,-8.81353543298368
2022-11-20,-0.2215117939899034,23.384765284312643,20.733264637492972,-7.312574382014041
2022-11-21,0.0183459763352129,21.834145680631057,21.390654989529576,-6.750928520842332
2022-11-22,-0.7569102179579932,20.792608261703567,22.594616004619542,-5.399203950224298
2022-11-23,-0.855404638761948,20.30798105252973,23.426368479534343,-5.686590351402484
2022-11-24,-1.8483663134537303,21.42497443928031,24.580210976405596,-6.704120374946397
2022-11-25,-0.7888306173551909,22.055025604044133,26.45004606701287,-8.28257327682292
2022-11-26,0.3583248101766756,21.81075953727542,26.04097570171816,-8.731438333586633
2022-11-27,-0.2743064244406329,21.68710934508328,25.965141785351566,-9.184547559951138
2022-11-28,-0.7468787109972863,20.699627628801423,24.714769747619247,-8.168118460977919
2022-11-29,0.7732721489824568,18.41516562089616,26.473120175079792,-7.160208766344882
2022-11-30,1.6776654063266867,18.441381569268234,26.744780977702654,-7.682036554121407
2022-12-01,2.625971257661055,18.69338638725869,25.828203130430534,-9.041470467133852
2022-12-02,2.805969626904307,19.481055803467136,25.320967153230583,-8.89092188921722
2022-12-03,4.150699407611594,20.020193793588458,26.884923345860795,-7.171242029148204
2022-12-04,4.456615592226175,19.195768250037545,26.16913555078552,-7.584003019615523
2022-12-05,5.418052073133316,19.079655054261263,26.77399901916068,-7.00127295753719
2022-12-06,6.593630802210474,18.74413734653532,26.345875576685106,-6.810308313259573
2022-12-07,7.0973967756125536,18.62986971827871,25.010748776675253,-6.048791079448881
2022-12-08,7.751486795690248,17.6793243173721,24.488398989096957,-6.8658290241091215
2022-12-09,9.403247840593837,19.321000540126157,24.638573938403333,-4.298608723880474
2022-12-10,9.341553348071058,19.420449404191825,24.971019160511393,-4.26744546769741
2022-12-11,7.945112473981556,18.57904011870068,24.739635271141978,-6.104249421752046
2022-12-12,7.260232031464276,17.388780358111884,25.723925915817176,-4.439955069619498
2022-12-13,7.325059322734639,16.024483843901002,24.95215966061452,-4.357586590411074
2022-12-14,7.221005125133393,17.44444930349748,26.737908978385388,-2.2902610835548876
2022-12-15,7.740109470243701,19.59072781508385,27.519752962258124,-2.384082090284625
2022-12-16,6.9720104361529245,18.504826809444253,29.14450317204013,-2.653517548162916
2022-12-17,7.613807696400933,16.998729692961472,30.673774077987282,-0.7717008628483302
2022-12-18,7.94315988940804,16.051590294549687,32.2114442633646,-1.304640864919901
2022-12-19,6.384940148170682,16.32370204575102,33.07408387883228,-1.6861502562569846
2022-12-20,7.3125847085535485,15.221351602830438,34.04863174171806,-0.3613229572693173
2022-12-21,8.071007760083345,14.57893742546722,34.86537604825637,-0.6737932163454899
2022-12-22,6.852156292361345,15.285197864373595,34.779722840270416,-1.7732390943370242
2022-12-23,5.561072611923332,16.02207142363067,33.59168508079603,-1.498849652490632
2022-12-24,5.615935508129771,15.885737298218592,34.074856164130324,0.2792679121846826
2022-12-25,5.436656481280049,16.1731110145634,36.17024323609797,1.2581781645721337
2022-12-26,5.605447504719505,15.11556611461376,38.28886419152899,1.3129271408863303
2022-12-27,6.777564497308071,16.40464536396521,37.619091764705004,1.157748951017922
2022-12-28,7.558284020012182,16.37774247488949,36.128027022021335,3.5239578472988193
2022-12-29,6.47978046368158,13.818821041066872,35.70666927944374,3.4090428942570075
2022-12-30,5.956204710569631,14.12415052524475,35.7561031847121,3.365529348371659
2022-12-31,6.520803602235122,14.8901913546764,36.69256511419787,4.092210517483979
2023-01-01,6.542440033260963,15.56319455734366,36.75070250095241,3.7310907315442328
2023-01-02,6.217843996746297,15.992979007994588,38.36184123089286,3.288900938231455
2023-01-03,5.080408497893671,14.95363873041168,38.77312211367787,3.691171754182418
2023-01-04,6.977522558999562,14.5587822968156,38.91853481931509,4.8674463854059
2023-01-05,7.108954953802706,13.291847436704613,37.94093362475446,4.452943592959252
2023-01-06,7.9801619639360135,12.585584301273164,37.99543685182539,4.605217598742561
2023-01-07,7.84142156562894,13.218237376440422,38.42947594055916,4.399853795069473
2023-01-08,8.815934030498626,14.095669866359394,37.61566417503276,6.41183035810368
2023-01-09,7.230387202038277,13.781172024366214,38.78698278587329,6.220535420885668
2023-01-10,7.688335584761443,13.641009671234682,38.71800652501999,7.655436205562685
2023-01-11,8.564885750805749,13.089862117423072,39.28300297728169,7.353833422051881
2023-01-12,9.972178908933484,12.060049287733566,40.34894887331037,6.660305006565968
2023-01-13,9.904866326642688,12.254034884910604,42.14897377744495,8.04121156978939
2023-01-14,9.55111742451452,13.86678552871311,40.85262046213888,8.932423390676254
2023-01-15,9.962160422303771,14.071662045571669,42.11888034538505,7.572870202555759
2023-01-16,10.124672762548292,13.571735291799971,42.567989578753014,9.160368582323718
2023-01-17,10.798404436653533,14.504074980630461,39.05979225810544,9.241883574205044
2023-01-18,8.390153183815437,14.7079756920404,39.22471447534795,9.608764515636919
2023-01-19,9.112069150962567,14.731721403644816,39.19399883087142,10.17868624550788
2023-01-20,8.706369058029244,15.302683591407256,38.60094635075951,10.01290007248495
2023-01-21,9.598379430236667,15.983951553827506,39.50078061248319,9.946856898248965
2023-01-22,9.01456161580369,15.931350403747935,38.72064362160188,9.108932762232334
2023-01-23,9.267987978990503,16.2151194712783,40.25354119013401,7.9414996457508735
2023-01-24,9.06444107784404,16.666680101431357,39.99649799368383,7.4556801481598
2023-01-25,7.991799698978497,18.04087995770301,39.25024424779801,7.0328340824820055
2023-01-26,6.7389614095505035,16.935219502036478,38.60109329436359,6.958294583905804
2023-01-27,7.198620590059891,16.43556658703277,38.9901606020524,6.027887226234559
2023-01-28,5.499523348383151,16.333901207368655,40.453044154104944,5.62699372600474
2023-01-29,7.317935043908176,16.36900644489647,40.062283504646,5.704842278917252
2023-01-30,7.521443415899042,16.930223474405942,39.12368837630611,7.20230171226565
2023-01-31,7.430880435018029,16.877920813238998,38.76218042857223,5.164317067145499
2023-02-01,8.108189107550935,15.63640165792512,40.29064899890409,5.405328901403201
2023-02-02,9.404935868625289,14.213781039694119,39.95689447715021,5.301391959945336
2023-02-03,9.123785459583688,14.657226320273006,40.679129792203895,6.376742592605471
2023-02-04,8.959880243079438,15.217585349593698,41.64836396852005,6.516015390906469
2023-02-05,7.260460926501847,14.602968044361942,40.4998739893438,5.789784755720808
2023-02-06,7.5996118064493015,15.554517046959468,40.755589401785905,5.30800274757414
2023-02-07,8.435525362459178,17.29822134802078,38.91303397372669,4.659193114572444
2023-02-08,7.926996004646767,17.43470588207455,38.80997205254318,4.806336112275304
2023-02-09,8.953720477843103,16.738992459364564,38.864818708827315,3.887775555263506
2023-02-10,10.479595229666792,17.154414341803115,39.19078017118592,5.706195662057301
2023-02-11,10.829778681648335,16.60412842875413,41.066509615934514,4.678640598817649
2023-02-12,12.827081310130055,15.656472171457107,40.69045100959963,4.401261228424101
2023-02-13,12.668696482643895,17.377032514903895,39.394582694156156,4.0832856637919
2023-02-14,12.007105032873131,14.860001468492426,39.06386158026027,3.1815562182813704
2023-02-15,11.44553757784347,15.997929835571446,38.44055218922825,3.887542252988458
2023-02-16,11.638241324036294,16.69710943218243,38.58186168244596,3.3219792249740836
2023-02-17,11.780565871403907,16.929614438590402,36.82437470135719,3.45080430711412
2023-02-18,12.838727536010785,18.031906418764702,37.06405524651334,4.711564088273544
2023-02-19,15.320652679648303,19.568232862675384,38.34898990312907,5.132008531901988
2023-02-20,16.362866398136592,20.749053711194893,39.13997303849485,6.936401816645326
2023-02-21,17.531349226437605,20.18019284490386,40.51467611770904,6.865137151819448
2023-02-22,17.57769952548385,19.12030320428796,38.48034385633398,5.5637029266943285
2023-02-23,16.271707964079493,18.75181933255737,37.92480019204774,5.855317857339916
2023-02-24,16.781795512929502,20.363908614287443,37.95490834565424,5.396953153881525
2023-02-25,17.858500554320976,18.986921086952375,36.77499309242818,4.170081982026546
2023-02-26,16.633857478872084,17.568798611227525,36.20868326647852,4.862021362808177
2023-02-27,17.838000797487165,17.33956092009,34.89426516081284,3.297061152190899
2023-02-28,16.611510483790823,16.46005828859812,34.93075263153812,2.220266140678408
2023-03-01,17.579701483552924,15.761601521194047,34.889184588839406,3.10311264931421
2023-03-02,16.55639539567985,16.764547231845054,33.979690271748645,2.380992944700849
2023-03-03,16.927096691351817,17.22732504237534,34.61186670662964,2.0280075606134695
2023-03-04,19.16395507210413,17.615466329364324,34.41290761129431,3.650148574690361
2023-03-05,18.613763695126032,17.602452678047996,32.838281301550936,3.5846995810059923
2023-03-06,17.69341247638053,17.27035755444759,31.77362687041888,3.7652740984840296
2023-03-07,18.69799249109009,16.62247390189094,30.71290915340556,4.4285664893698495
2023-03-08,17.82949710321673,16.639527778022355,31.56961943328132,5.593706589920506
2023-03-09,18.678144352771046,16.889381642487447,31.347946497052032,6.449218881236451
2023-03-10,18.01051926966888,17.393734428817833,32.245057699532495,5.250688066921595
2023-03-11,18.029551029115737,17.72190224434458,33.78817583638116,5.911500095356859
2023-03-12,18.419992009583275,16.68396396621559,35.258431693607406,5.90642079335715
2023-03-13,16.52591789307742,16.4844963920051,35.88088610443529,6.919779028975743
2023-03-14,17.08685243214962,14.991254326370372,34.73605431220688,6.983889477693243
2023-03-15,17.986163155001705,14.295279566093328,33.92911853656219,7.417558982035303
2023-03-16,17.96546133712657,13.126691424139235,35.53952030935982,8.84186199342198
2023-03-17,17.461077312135867,13.894076374909817,35.642102980545744,9.237142070385286
2023-03-18,18.498971105302978,14.03072017119012,33.930671280045814,8.490303119821332
2023-03-19,18.926805409469498,14.517172724926043,34.099986245652474,10.739774988287838
2023-03-20,18.689999109364347,14.464233563090191,33.69091453467188,9.28876940580004
2023-03-21,19.34104951343908,14.810586528920147,33.14399209285089,9.917029078336585
2023-03-22,20.234086052962894,13.493372952742885,32.00106586648283,10.31956192400461
2023-03-23,21.981798483832726,13.030848697796666,32.46558064822906,10.49961670078364
2023-03-24,23.773040353246184,13.35469215446704,31.916154634000417,10.582979227780259
2023-03-25,22.889005234487158,13.150943228321301,31.167488785680433,10.797049402602312
2023-03-26,22.465964126023348,12.53424395902807,31.36082004923837,10.815980232935093
2023-03-27,22.42557641146999,11.994336666166008,31.425267555999362,10.838509740003044
2023-03-28,20.819944642132405,10.163052498356082,29.169326892094553,10.503191525777135
2023-03-29,21.552080604031165,8.579191564332273,28.935362164985587,10.641384786874779
2023-03-30,20.61489675822075,9.156039777174295,29.450495160481225,10.267610962413292
2023-03-31,19.803243438095503,10.557794824016039,28.802505547122696,10.97463836931147
2023-04-01,18.18864411343881,9.64326535606708,28.27701813008564,9.218934706820558
2023-04-02,17.844288600040603,9.551985394754716,28.666603626403653,11.001221410864423
2023-04-03,18.000286722011943,9.412817971123852,29.243966392058084,11.316756784639278
2023-04-04,17.783177921189523,9.503902240311923,30.223997405685342,11.502063935745563
2023-04-05,18.092800753452817,8.672565273078776,31.95102909944214,11.517924051253559
2023-04-06,17.977803918251027,8.426547035068598,31.814799144433263,12.958934414877822
2023-04-07,17.34896939457192,7.85484444592197,30.692335933836905,14.101404114757528
2023-04-08,18.131924870328774,8.313319178086164,30.14055816804151,15.479078022368128
2023-04-09,18.50738507680883,7.102385411430063,29.816843085292845,15.992214198538528
2023-04-10,18.641220103451605,8.142760356478432,30.88222190931893,15.423786133651204
2023-04-11,20.279361585684622,7.555958984601663,31.145235175880714,16.181475153523504
2023-04-12,20.521558134609503,7.347672268226584,30.21321066143297,16.606838194464665
2023-04-13,21.04029339944449,8.0898044389689,30.717186630569056,17.535522450074325
2023-04-14,20.08787073133582,8.624103088901077,31.931102230490925,18.17884319454912
2023-04-15,20.096884917602992,9.924627106977425,31.668666596324798,18.384952324034174
2023-04-16,21.940683473997538,8.586303100480919,31.392201765175894,17.166290552458083
2023-04-17,22.7074681356569,9.584556366052471,31.073410272343676,14.709982752856769
2023-04-18,22.076604677065244,8.7013492285438,29.47482309595669,15.233626474187124
2023-04-19,23.101839100194745,7.159941154896692,29.584614976732347,15.037508462454106
2023-04-20,24.026583223435573,5.823375234644122,28.27867279715224,13.455455245374417
2023-04-21,22.74980324337213,5.297559039675639,28.771627831876902,12.590057509106549
2023-04-22,22.81656334494445,5.8683761269318655,29.395483283983527,13.119821368383667
2023-04-23,23.180120703840633,4.995505044245515,29.83880933334489,13.964550290632486
2023-04-24,23.120303209613226,5.96068250886867,27.803319666029218,15.632246004509351
2023-04-25,22.862228377990153,6.9381624582929105,27.981264029023833,16.892639774376057
2023-04-26,21.62880271686407,7.166303670181522,28.550406111951546,17.192829603048843
2023-04-27,20.808338078024388,6.717731060036985,28.770493527212132,15.72165060688816
2023-04-28,19.210789550222756,6.783132410187333,28.977835751133952,12.58249756111279
2023-04-29,19.169949012674312,6.695321895070916,28.267125090830728,12.02658508904435
2023-04-30,17.062983903948133,8.728801245949537,27.776471889963886,11.141820141335865
2023-05-01,17.491895859202998,8.212438055096383,26.88154939493801,9.659040019572569
2023-05-02,17.72103013531063,9.93032539183195,28.708745683228937,8.981026885491842
